seed,seed_set,mode,policy,completion_rule,shortfall_bps,completion_rate,terminal_penalty_bps,forced_terminal_cost_bps,fee_bps,gas_bps,slippage_ex_fee_bps,drift_bps,route_share_A,route_share_B,wait_share
40343,fresh,DynamicDuopoly,lookahead,standard,107.4276,0.999790,0.0420,0.0000,34.9938,8.8000,46.7150,16.8768,0.6512,0.3488,0.6200
40344,fresh,DynamicDuopoly,twap,standard,109.7741,0.999704,0.0592,0.0000,40.0289,20.0000,45.8686,3.8174,0.4826,0.5174,0.0000
40344,fresh,DynamicDuopoly,fee_aware_twap,standard,109.7741,0.999704,0.0592,0.0000,40.0289,20.0000,45.8686,3.8174,0.4826,0.5174,0.0000
40344,fresh,DynamicDuopoly,lookahead,standard,98.7579,0.999858,0.0284,0.0000,37.7532,9.2000,49.5919,2.1843,0.4296,0.5704,0.5800
40345,fresh,DynamicDuopoly,twap,standard,104.5821,0.999704,0.0592,0.0000,40.6695,20.0000,46.9260,-3.0726,0.4874,0.5126,0.0000
40345,fresh,DynamicDuopoly,fee_aware_twap,standard,104.5821,0.999704,0.0592,0.0000,40.6695,20.0000,46.9260,-3.0726,0.4874,0.5126,0.0000
40345,fresh,DynamicDuopoly,lookahead,standard,105.0264,0.999858,0.0284,0.0000,37.0367,9.2000,48.8293,9.9321,0.4842,0.5158,0.5800
40346,fresh,DynamicDuopoly,twap,standard,92.8616,0.999704,0.0592,0.0000,41.5913,20.0000,48.9266,-17.7155,0.5452,0.4548,0.0000
40346,fresh,DynamicDuopoly,fee_aware_twap,standard,92.8616,0.999704,0.0592,0.0000,41.5913,20.0000,48.9266,-17.7155,0.5452,0.4548,0.0000
40346,fresh,DynamicDuopoly,lookahead,standard,64.7681,0.999811,0.0378,0.0000,37.6287,8.8000,50.5034,-32.2019,0.4805,0.5195,0.6000
40347,fresh,DynamicDuopoly,twap,standard,111.5941,0.999704,0.0592,0.0000,40.8338,20.0000,47.4326,3.2686,0.5349,0.4651,0.0000
40347,fresh,DynamicDuopoly,fee_aware_twap,standard,111.5941,0.999704,0.0592,0.0000,40.8338,20.0000,47.4326,3.2686,0.5349,0.4651,0.0000
40347,fresh,DynamicDuopoly,lookahead,standard,85.1384,0.999825,0.0350,0.0000,36.8110,8.4000,52.0582,-12.1659,0.6738,0.3262,0.6200
40348,fresh,DynamicDuopoly,twap,standard,106.4423,0.999704,0.0592,0.0000,43.2669,20.0000,52.1844,-9.0682,0.4480,0.5520,0.0000
40348,fresh,DynamicDuopoly,fee_aware_twap,standard,106.4423,0.999704,0.0592,0.0000,43.2669,20.0000,52.1844,-9.0682,0.4480,0.5520,0.0000
40348,fresh,DynamicDuopoly,lookahead,standard,88.1117,0.999805,0.0389,0.0000,41.4560,8.4000,63.4594,-25.2426,0.6664,0.3336,0.6400
40349,fresh,DynamicDuopoly,twap,standard,113.5423,0.999704,0.0592,0.0000,41.6500,20.0000,49.0083,2.8249,0.5709,0.4291,0.0000
40349,fresh,DynamicDuopoly,fee_aware_twap,standard,113.5423,0.999704,0.0592,0.0000,41.6500,20.0000,49.0083,2.8249,0.5709,0.4291,0.0000
40349,fresh,DynamicDuopoly,lookahead,standard,95.6534,0.999870,0.0259,0.0000,39.0073,8.4000,60.2813,-12.0611,0.5693,0.4307,0.6400
40350,fresh,DynamicDuopoly,twap,standard,78.3851,0.999704,0.0592,0.0000,43.2252,20.0000,52.1663,-37.0656,0.5467,0.4533,0.0000
40350,fresh,DynamicDuopoly,fee_aware_twap,standard,78.3851,0.999704,0.0592,0.0000,43.2252,20.0000,52.1663,-37.0656,0.5467,0.4533,0.0000
40350,fresh,DynamicDuopoly,lookahead,standard,24.0319,0.999766,0.0467,0.0000,40.2484,8.4000,59.6011,-84.2643,0.4747,0.5253,0.6400
40351,fresh,DynamicDuopoly,twap,standard,116.4779,0.999704,0.0592,0.0000,42.1367,20.0000,49.9158,4.3662,0.5846,0.4154,0.0000
40351,fresh,DynamicDuopoly,fee_aware_twap,standard,116.4779,0.999704,0.0592,0.0000,42.1367,20.0000,49.9158,4.3662,0.6172,0.3828,0.0000
40351,fresh,DynamicDuopoly,lookahead,standard,83.0997,0.999766,0.0467,0.0000,36.7893,8.4000,52.7980,-14.9342,0.4119,0.5881,0.6400
40352,fresh,DynamicDuopoly,twap,standard,119.2751,0.999704,0.0592,0.0000,42.3101,20.0000,50.2805,6.6254,0.5219,0.4781,0.0000
40352,fresh,DynamicDuopoly,fee_aware_twap,standard,119.2751,0.999704,0.0592,0.0000,42.3101,20.0000,50.2805,6.6254,0.5219,0.4781,0.0000
40352,fresh,DynamicDuopoly,lookahead,standard,99.0706,0.999811,0.0378,0.0000,38.3571,9.2000,51.3299,0.1457,0.4853,0.5147,0.6000
40353,fresh,DynamicDuopoly,twap,standard,94.9318,0.999704,0.0592,0.0000,41.3616,20.0000,48.4983,-14.9873,0.5052,0.4948,0.0000
40353,fresh,DynamicDuopoly,fee_aware_twap,standard,94.9318,0.999704,0.0592,0.0000,41.3616,20.0000,48.4983,-14.9873,0.5052,0.4948,0.0000
40353,fresh,DynamicDuopoly,lookahead,standard,62.7043,0.999858,0.0284,0.0000,36.5380,9.2000,47.2456,-30.3077,0.5561,0.4439,0.5800
40354,fresh,DynamicDuopoly,twap,standard,123.4481,0.999704,0.0592,0.0000,39.2540,20.0000,44.2741,19.8608,0.6127,0.3873,0.0000
40354,fresh,DynamicDuopoly,fee_aware_twap,standard,123.4481,0.999704,0.0592,0.0000,39.2540,20.0000,44.2741,19.8608,0.6127,0.3873,0.0000
40354,fresh,DynamicDuopoly,lookahead,standard,104.6987,0.999830,0.0341,0.0000,35.0059,9.2000,43.5449,16.9138,0.4340,0.5660,0.5800
40355,fresh,DynamicDuopoly,twap,standard,124.2572,0.999704,0.0592,0.0000,40.3411,20.0000,46.3953,17.4616,0.5320,0.4680,0.0000
40355,fresh,DynamicDuopoly,fee_aware_twap,standard,124.2572,0.999704,0.0592,0.0000,40.3411,20.0000,46.3953,17.4616,0.5320,0.4680,0.0000
40355,fresh,DynamicDuopoly,lookahead,standard,123.7925,0.999872,0.0255,0.0000,34.7109,8.8000,47.4734,32.7826,0.7152,0.2848,0.5600
40356,fresh,DynamicDuopoly,twap,standard,109.5164,0.999704,0.0592,0.0000,42.9019,20.0000,51.4627,-4.9073,0.5754,0.4246,0.0000
40356,fresh,DynamicDuopoly,fee_aware_twap,standard,109.5164,0.999704,0.0592,0.0000,42.9019,20.0000,51.4627,-4.9073,0.5754,0.4246,0.0000
40356,fresh,DynamicDuopoly,lookahead,standard,76.7153,0.999803,0.0394,0.0000,37.2153,8.8000,51.3504,-20.6897,0.6549,0.3451,0.6000
40357,fresh,DynamicDuopoly,twap,standard,106.3195,0.999704,0.0592,0.0000,41.6818,20.0000,49.0196,-4.4411,0.6199,0.3801,0.0000
40357,fresh,DynamicDuopoly,fee_aware_twap,standard,106.3195,0.999704,0.0592,0.0000,41.6818,20.0000,49.0196,-4.4411,0.6199,0.3801,0.0000
40357,fresh,DynamicDuopoly,lookahead,standard,105.2065,0.999790,0.0420,0.0000,38.0646,8.8000,52.8007,5.4992,0.6041,0.3959,0.6200
40358,fresh,DynamicDuopoly,twap,standard,109.1648,0.999704,0.0592,0.0000,40.2277,20.0000,46.2659,2.6120,0.4929,0.5071,0.0000
40358,fresh,DynamicDuopoly,fee_aware_twap,standard,109.1648,0.999704,0.0592,0.0000,40.2277,20.0000,46.2659,2.6120,0.4929,0.5071,0.0000
40358,fresh,DynamicDuopoly,lookahead,standard,103.4127,0.999811,0.0378,0.0000,38.7229,9.2000,51.9990,3.4529,0.5692,0.4308,0.6000
40359,fresh,DynamicDuopoly,twap,standard,101.4775,0.999704,0.0592,0.0000,42.7834,20.0000,51.2479,-12.6130,0.5389,0.4611,0.0000
40359,fresh,DynamicDuopoly,fee_aware_twap,standard,101.4775,0.999704,0.0592,0.0000,42.7834,20.0000,51.2479,-12.6130,0.5389,0.4611,0.0000
40359,fresh,DynamicDuopoly,lookahead,standard,76.8629,0.999790,0.0420,0.0000,38.6014,8.8000,53.8436,-24.4242,0.5975,0.4025,0.6200
40360,fresh,DynamicDuopoly,twap,standard,93.9563,0.999704,0.0592,0.0000,43.7380,20.0000,53.1205,-22.9614,0.5662,0.4338,0.0000
40360,fresh,DynamicDuopoly,fee_aware_twap,standard,93.9563,0.999704,0.0592,0.0000,43.7380,20.0000,53.1205,-22.9614,0.5662,0.4338,0.0000
40360,fresh,DynamicDuopoly,lookahead,standard,48.4603,0.999811,0.0378,0.0000,38.2230,8.8000,51.6125,-50.2129,0.6613,0.3387,0.6000
40361,fresh,DynamicDuopoly,twap,standard,99.1632,0.999704,0.0592,0.0000,43.0856,20.0000,51.8569,-15.8385,0.5077,0.4923,0.0000
40361,fresh,DynamicDuopoly,fee_aware_twap,standard,99.1632,0.999704,0.0592,0.0000,43.0856,20.0000,51.8569,-15.8385,0.5077,0.4923,0.0000
40361,fresh,DynamicDuopoly,lookahead,standard,61.6834,0.999790,0.0420,0.0000,37.2362,8.8000,51.1365,-35.5314,0.5953,0.4047,0.6200
40362,fresh,DynamicDuopoly,twap,standard,121.0699,0.999704,0.0592,0.0000,42.4401,20.0000,50.4886,8.0820,0.5642,0.4358,0.0000
40362,fresh,DynamicDuopoly,fee_aware_twap,standard,121.0699,0.999704,0.0592,0.0000,42.4401,20.0000,50.4886,8.0820,0.5642,0.4358,0.0000
40362,fresh,DynamicDuopoly,lookahead,standard,107.8850,0.999790,0.0420,0.0000,37.0113,8.8000,50.6704,11.3613,0.4179,0.5821,0.6200
40363,fresh,DynamicDuopoly,twap,standard,99.1817,0.999704,0.0592,0.0000,43.3974,20.0000,52.4670,-16.7419,0.5383,0.4617,0.0000
40363,fresh,DynamicDuopoly,fee_aware_twap,standard,99.1817,0.999704,0.0592,0.0000,43.3974,20.0000,52.4670,-16.7419,0.5383,0.4617,0.0000
40363,fresh,DynamicDuopoly,lookahead,standard,57.7288,0.999790,0.0420,0.0000,39.6401,8.8000,55.8576,-46.6111,0.5753,0.4247,0.6200
40364,fresh,DynamicDuopoly,twap,standard,88.7749,0.999704,0.0592,0.0000,42.2150,20.0000,50.1937,-23.6930,0.5951,0.4049,0.0000
40364,fresh,DynamicDuopoly,fee_aware_twap,standard,88.7749,0.999704,0.0592,0.0000,42.2150,20.0000,50.1937,-23.6930,0.5951,0.4049,0.0000
40364,fresh,DynamicDuopoly,lookahead,standard,41.7032,0.999805,0.0389,0.0000,39.1865,8.0000,59.6486,-65.1708,0.5167,0.4833,0.6400
40365,fresh,DynamicDuopoly,twap,standard,109.5982,0.999704,0.0592,0.0000,41.9972,20.0000,49.6699,-2.1281,0.6099,0.3901,0.0000
40365,fresh,DynamicDuopoly,fee_aware_twap,standard,109.5982,0.999704,0.0592,0.0000,41.9972,20.0000,49.6699,-2.1281,0.6099,0.3901,0.0000
40365,fresh,DynamicDuopoly,lookahead,standard,96.2710,0.999805,0.0389,0.0000,38.2016,8.0000,57.7152,-7.6848,0.5790,0.4210,0.6400
40366,fresh,DynamicDuopoly,twap,standard,113.9997,0.999704,0.0592,0.0000,42.1483,20.0000,49.9247,1.8675,0.5234,0.4766,0.0000
40366,fresh,DynamicDuopoly,fee_aware_twap,standard,113.9997,0.999704,0.0592,0.0000,42.1483,20.0000,49.9247,1.8675,0.5234,0.4766,0.0000
40366,fresh,DynamicDuopoly,lookahead,standard,133.2637,0.999790,0.0420,0.0000,38.0287,8.8000,52.6809,33.7121,0.5008,0.4992,0.6200
40367,fresh,DynamicDuopoly,twap,standard,116.9126,0.999704,0.0592,0.0000,39.4074,20.0000,44.6126,12.8334,0.5307,0.4693,0.0000
40367,fresh,DynamicDuopoly,fee_aware_twap,standard,116.9126,0.999704,0.0592,0.0000,39.4074,20.0000,44.6126,12.8334,0.5307,0.4693,0.0000
40367,fresh,DynamicDuopoly,lookahead,standard,104.9339,0.999790,0.0420,0.0000,36.8288,8.8000,50.3367,8.9263,0.6392,0.3608,0.6200
40368,fresh,DynamicDuopoly,twap,standard,108.2798,0.999704,0.0592,0.0000,41.8858,20.0000,49.4880,-3.1532,0.5267,0.4733,0.0000
40368,fresh,DynamicDuopoly,fee_aware_twap,standard,108.2798,0.999704,0.0592,0.0000,41.8858,20.0000,49.4880,-3.1532,0.5267,0.4733,0.0000
40368,fresh,DynamicDuopoly,lookahead,standard,79.2262,0.999811,0.0378,0.0000,38.3820,8.8000,51.9638,-19.9574,0.5575,0.4425,0.6000
40369,fresh,DynamicDuopoly,twap,standard,111.0874,0.999704,0.0592,0.0000,41.7812,20.0000,49.2931,-0.0461,0.6621,0.3379,0.0000
40369,fresh,DynamicDuopoly,fee_aware_twap,standard,111.0874,0.999704,0.0592,0.0000,41.7812,20.0000,49.2931,-0.0461,0.6621,0.3379,0.0000
40369,fresh,DynamicDuopoly,lookahead,standard,81.6682,0.999869,0.0263,0.0000,36.6595,8.4000,51.9478,-15.3654,0.6134,0.3866,0.6000
40370,fresh,DynamicDuopoly,twap,standard,86.4190,0.999704,0.0592,0.0000,43.6713,20.0000,53.0380,-30.3494,0.6904,0.3096,0.0000
40370,fresh,DynamicDuopoly,fee_aware_twap,standard,86.4190,0.999704,0.0592,0.0000,43.6713,20.0000,53.0380,-30.3494,0.6904,0.3096,0.0000
40370,fresh,DynamicDuopoly,lookahead,standard,53.8651,0.999825,0.0350,0.0000,41.3477,8.4000,60.9405,-56.8581,0.5272,0.4728,0.6200
40371,fresh,DynamicDuopoly,twap,standard,103.4446,0.999704,0.0592,0.0000,41.8785,20.0000,49.4779,-7.9710,0.5739,0.4261,0.0000
40371,fresh,DynamicDuopoly,fee_aware_twap,standard,103.4446,0.999704,0.0592,0.0000,41.8785,20.0000,49.4779,-7.9710,0.5739,0.4261,0.0000
40371,fresh,DynamicDuopoly,lookahead,standard,91.5042,0.999830,0.0341,0.0000,40.4186,9.6000,53.6876,-12.2360,0.6418,0.3582,0.5800
40372,fresh,DynamicDuopoly,twap,standard,84.0359,0.999704,0.0592,0.0000,41.0627,20.0000,47.9957,-25.0817,0.5097,0.4903,0.0000
40372,fresh,DynamicDuopoly,fee_aware_twap,standard,84.0359,0.999704,0.0592,0.0000,41.0627,20.0000,47.9957,-25.0817,0.5097,0.4903,0.0000
40372,fresh,DynamicDuopoly,lookahead,standard,44.0928,0.999870,0.0259,0.0000,35.2923,8.4000,53.0140,-52.6394,0.5998,0.4002,0.6400
40373,fresh,DynamicDuopoly,twap,standard,112.3465,0.999704,0.0592,0.0000,41.1307,20.0000,47.9591,3.1974,0.6168,0.3832,0.0000
40373,fresh,DynamicDuopoly,fee_aware_twap,standard,112.3465,0.999704,0.0592,0.0000,41.1307,20.0000,47.9591,3.1974,0.6168,0.3832,0.0000
40373,fresh,DynamicDuopoly,lookahead,standard,118.6526,0.999766,0.0467,0.0000,37.7369,8.4000,54.6866,17.7824,0.5345,0.4655,0.6400
40374,fresh,DynamicDuopoly,twap,standard,113.6003,0.999704,0.0592,0.0000,43.9373,20.0000,53.4460,-3.8422,0.6812,0.3188,0.0000
40374,fresh,DynamicDuopoly,fee_aware_twap,standard,113.6003,0.999704,0.0592,0.0000,43.9373,20.0000,53.4460,-3.8422,0.6812,0.3188,0.0000
40374,fresh,DynamicDuopoly,lookahead,standard,109.6638,0.999840,0.0320,0.0000,38.1874,8.0000,66.9169,-3.4725,0.5847,0.4153,0.6800
40375,fresh,DynamicDuopoly,twap,standard,137.8653,0.999704,0.0592,0.0000,42.0619,20.0000,49.7101,26.0341,0.4988,0.5012,0.0000
40375,fresh,DynamicDuopoly,fee_aware_twap,standard,137.8653,0.999704,0.0592,0.0000,42.0619,20.0000,49.7101,26.0341,0.4988,0.5012,0.0000
40375,fresh,DynamicDuopoly,lookahead,standard,138.8302,0.999870,0.0259,0.0000,39.4522,8.4000,61.2175,29.7346,0.4718,0.5282,0.6400
40376,fresh,DynamicDuopoly,twap,standard,105.9712,0.999704,0.0592,0.0000,39.7866,20.0000,45.3172,0.8082,0.5731,0.4269,0.0000
40376,fresh,DynamicDuopoly,fee_aware_twap,standard,105.9712,0.999704,0.0592,0.0000,39.7866,20.0000,45.3172,0.8082,0.5731,0.4269,0.0000
40376,fresh,DynamicDuopoly,lookahead,standard,100.9116,0.999828,0.0345,0.0000,35.5417,9.6000,42.4612,13.2743,0.5873,0.4127,0.5400
40377,fresh,DynamicDuopoly,twap,standard,90.1798,0.999704,0.0592,0.0000,41.9609,20.0000,49.7301,-21.5704,0.5312,0.4688,0.0000
40377,fresh,DynamicDuopoly,fee_aware_twap,standard,90.1798,0.999704,0.0592,0.0000,41.9609,20.0000,49.7301,-21.5704,0.4960,0.5040,0.0000
40377,fresh,DynamicDuopoly,lookahead,standard,61.4828,0.999766,0.0467,0.0000,38.3839,8.4000,55.9292,-41.2771,0.6325,0.3675,0.6400
40378,fresh,DynamicDuopoly,twap,standard,132.5231,0.999704,0.0592,0.0000,40.2053,20.0000,46.0756,26.1830,0.5336,0.4664,0.0000
40378,fresh,DynamicDuopoly,fee_aware_twap,standard,132.5231,0.999704,0.0592,0.0000,40.2053,20.0000,46.0756,26.1830,0.5336,0.4664,0.0000
40378,fresh,DynamicDuopoly,lookahead,standard,157.2061,0.999790,0.0420,0.0000,37.9304,8.8000,52.4707,57.9630,0.4644,0.5356,0.6200
40379,fresh,DynamicDuopoly,twap,standard,130.1053,0.999704,0.0592,0.0000,40.3428,20.0000,46.3879,23.3154,0.5688,0.4312,0.0000
40379,fresh,DynamicDuopoly,fee_aware_twap,standard,130.1053,0.999704,0.0592,0.0000,40.3428,20.0000,46.3879,23.3154,0.5688,0.4312,0.0000
40379,fresh,DynamicDuopoly,lookahead,standard,130.5312,0.999854,0.0292,0.0000,38.2961,8.4000,56.7353,27.0706,0.5555,0.4445,0.6200
40380,fresh,DynamicDuopoly,twap,standard,104.9335,0.999704,0.0592,0.0000,42.7707,20.0000,51.1788,-9.0752,0.6383,0.3617,0.0000
40380,fresh,DynamicDuopoly,fee_aware_twap,standard,104.9335,0.999704,0.0592,0.0000,42.7707,20.0000,51.1788,-9.0752,0.6383,0.3617,0.0000
40380,fresh,DynamicDuopoly,lookahead,standard,92.0211,0.999870,0.0259,0.0000,39.2753,8.4000,60.7922,-16.4723,0.6228,0.3772,0.6400
40381,fresh,DynamicDuopoly,twap,standard,124.0679,0.999704,0.0592,0.0000,41.6717,20.0000,48.9635,13.3736,0.6501,0.3499,0.0000
40381,fresh,DynamicDuopoly,fee_aware_twap,standard,124.0679,0.999704,0.0592,0.0000,41.6717,20.0000,48.9635,13.3736,0.6375,0.3625,0.0000
40381,fresh,DynamicDuopoly,lookahead,standard,112.3392,0.999811,0.0378,0.0000,37.7437,8.8000,50.6747,15.0831,0.7149,0.2851,0.6000
40382,fresh,DynamicDuopoly,twap,standard,91.2841,0.999704,0.0592,0.0000,41.0814,20.0000,47.9085,-17.7650,0.5053,0.4947,0.0000
40382,fresh,DynamicDuopoly,fee_aware_twap,standard,91.2841,0.999704,0.0592,0.0000,41.0814,20.0000,47.9085,-17.7650,0.5053,0.4947,0.0000
40382,fresh,DynamicDuopoly,lookahead,standard,93.6732,0.999805,0.0389,0.0000,39.8369,8.0000,60.9451,-15.1477,0.5444,0.4556,0.6400
40383,fresh,DynamicDuopoly,twap,standard,119.4929,0.999704,0.0592,0.0000,40.6164,20.0000,46.9547,11.8625,0.5430,0.4570,0.0000
40383,fresh,DynamicDuopoly,fee_aware_twap,standard,119.4929,0.999704,0.0592,0.0000,40.6164,20.0000,46.9547,11.8625,0.5430,0.4570,0.0000
40383,fresh,DynamicDuopoly,lookahead,standard,94.5118,0.999811,0.0378,0.0000,35.8822,9.2000,46.4307,2.9611,0.6217,0.3783,0.6000
40384,fresh,DynamicDuopoly,twap,standard,133.7871,0.999704,0.0592,0.0000,40.5034,20.0000,46.7215,26.5030,0.5710,0.4290,0.0000
40384,fresh,DynamicDuopoly,fee_aware_twap,standard,133.7871,0.999704,0.0592,0.0000,40.5034,20.0000,46.7215,26.5030,0.5710,0.4290,0.0000
40384,fresh,DynamicDuopoly,lookahead,standard,115.5885,0.999770,0.0460,0.0000,34.0755,9.6000,39.8420,32.0250,0.4845,0.5155,0.5600
40385,fresh,DynamicDuopoly,twap,standard,124.7678,0.999704,0.0592,0.0000,40.6682,20.0000,47.0130,17.0275,0.6526,0.3474,0.0000
40385,fresh,DynamicDuopoly,fee_aware_twap,standard,124.7678,0.999704,0.0592,0.0000,40.6682,20.0000,47.0130,17.0275,0.6526,0.3474,0.0000
40385,fresh,DynamicDuopoly,lookahead,standard,126.8004,0.999790,0.0420,0.0000,37.5162,8.8000,51.6731,28.7692,0.6744,0.3256,0.6200
40386,fresh,DynamicDuopoly,twap,standard,120.1719,0.999704,0.0592,0.0000,40.9281,20.0000,47.5372,11.6474,0.5403,0.4597,0.0000
40386,fresh,DynamicDuopoly,fee_aware_twap,standard,120.1719,0.999704,0.0592,0.0000,40.9281,20.0000,47.5372,11.6474,0.5403,0.4597,0.0000
40386,fresh,DynamicDuopoly,lookahead,standard,129.9933,0.999830,0.0341,0.0000,38.7104,9.2000,50.7469,31.3020,0.7441,0.2559,0.5800
40387,fresh,DynamicDuopoly,twap,standard,117.5906,0.999704,0.0592,0.0000,41.7515,20.0000,49.1711,6.6088,0.4912,0.5088,0.0000
40387,fresh,DynamicDuopoly,fee_aware_twap,standard,117.5906,0.999704,0.0592,0.0000,41.7515,20.0000,49.1711,6.6088,0.4912,0.5088,0.0000
40387,fresh,DynamicDuopoly,lookahead,standard,109.9086,0.999766,0.0467,0.0000,34.4116,8.4000,48.1756,18.8747,0.5686,0.4314,0.6400
40388,fresh,DynamicDuopoly,twap,standard,107.9469,0.999704,0.0592,0.0000,41.7558,20.0000,49.1983,-3.0664,0.5147,0.4853,0.0000
40388,fresh,DynamicDuopoly,fee_aware_twap,standard,107.9469,0.999704,0.0592,0.0000,41.7558,20.0000,49.1983,-3.0664,0.5147,0.4853,0.0000
40388,fresh,DynamicDuopoly,lookahead,standard,109.5907,0.999805,0.0389,0.0000,38.2812,8.0000,57.8938,5.3768,0.5680,0.4320,0.6400
40389,fresh,DynamicDuopoly,twap,standard,98.0246,0.999704,0.0592,0.0000,41.5923,20.0000,48.9294,-12.5562,0.5786,0.4214,0.0000
40389,fresh,DynamicDuopoly,fee_aware_twap,standard,98.0246,0.999704,0.0592,0.0000,41.5923,20.0000,48.9294,-12.5562,0.5786,0.4214,0.0000
40389,fresh,DynamicDuopoly,lookahead,standard,63.8969,0.999869,0.0263,0.0000,35.7423,8.8000,49.0136,-29.6853,0.5414,0.4586,0.6000
40390,fresh,DynamicDuopoly,twap,standard,108.2685,0.999704,0.0592,0.0000,43.6046,20.0000,52.8257,-8.2210,0.5741,0.4259,0.0000
40390,fresh,DynamicDuopoly,fee_aware_twap,standard,108.2685,0.999704,0.0592,0.0000,43.6046,20.0000,52.8257,-8.2210,0.5741,0.4259,0.0000
40390,fresh,DynamicDuopoly,lookahead,standard,65.4770,0.999811,0.0378,0.0000,35.2319,8.8000,45.7902,-24.3830,0.5080,0.4920,0.6000
40391,fresh,DynamicDuopoly,twap,standard,128.2112,0.999704,0.0592,0.0000,40.2411,20.0000,46.1371,21.7738,0.6297,0.3703,0.0000
40391,fresh,DynamicDuopoly,fee_aware_twap,standard,128.2112,0.999704,0.0592,0.0000,40.2411,20.0000,46.1371,21.7738,0.6297,0.3703,0.0000
40391,fresh,DynamicDuopoly,lookahead,standard,124.8209,0.999811,0.0378,0.0000,35.0338,9.2000,44.6998,35.8494,0.6787,0.3213,0.6000
40392,fresh,DynamicDuopoly,twap,standard,96.6836,0.999704,0.0592,0.0000,41.7670,20.0000,49.2698,-14.4124,0.5588,0.4412,0.0000
40392,fresh,DynamicDuopoly,fee_aware_twap,standard,96.6836,0.999704,0.0592,0.0000,41.7670,20.0000,49.2698,-14.4124,0.5588,0.4412,0.0000
40392,fresh,DynamicDuopoly,lookahead,standard,99.7033,0.999870,0.0259,0.0000,38.8676,8.4000,60.0322,-7.6224,0.6280,0.3720,0.6400
40393,fresh,DynamicDuopoly,twap,standard,106.0564,0.999704,0.0592,0.0000,42.7212,20.0000,51.1127,-7.8367,0.5845,0.4155,0.0000
40393,fresh,DynamicDuopoly,fee_aware_twap,standard,106.0564,0.999704,0.0592,0.0000,42.7212,20.0000,51.1127,-7.8367,0.5845,0.4155,0.0000
40393,fresh,DynamicDuopoly,lookahead,standard,77.5103,0.999840,0.0320,0.0000,35.7917,7.6000,62.5716,-28.4850,0.4691,0.5309,0.6800
40394,fresh,DynamicDuopoly,twap,standard,97.8765,0.999704,0.0592,0.0000,42.3545,20.0000,50.4462,-14.9834,0.4641,0.5359,0.0000
40394,fresh,DynamicDuopoly,fee_aware_twap,standard,97.8765,0.999704,0.0592,0.0000,42.3545,20.0000,50.4462,-14.9834,0.4641,0.5359,0.0000
40394,fresh,DynamicDuopoly,lookahead,standard,84.4846,0.999856,0.0288,0.0000,42.1098,8.0000,70.2147,-35.8688,0.5614,0.4386,0.6600
40395,fresh,DynamicDuopoly,twap,standard,114.5999,0.999704,0.0592,0.0000,41.9297,20.0000,49.5214,3.0896,0.4350,0.5650,0.0000
40395,fresh,DynamicDuopoly,fee_aware_twap,standard,114.5999,0.999704,0.0592,0.0000,41.9297,20.0000,49.5214,3.0896,0.4350,0.5650,0.0000
40395,fresh,DynamicDuopoly,lookahead,standard,142.4350,0.999790,0.0420,0.0000,40.9904,8.8000,58.5238,34.0787,0.5597,0.4403,0.6200
40396,fresh,DynamicDuopoly,twap,standard,103.0322,0.999704,0.0592,0.0000,40.8541,20.0000,47.4952,-5.3763,0.4511,0.5489,0.0000
40396,fresh,DynamicDuopoly,fee_aware_twap,standard,103.0322,0.999704,0.0592,0.0000,40.8541,20.0000,47.4952,-5.3763,0.4511,0.5489,0.0000
40396,fresh,DynamicDuopoly,lookahead,standard,56.6797,0.999811,0.0378,0.0000,36.7033,9.2000,48.1033,-37.3647,0.4984,0.5016,0.6000
40397,fresh,DynamicDuopoly,twap,standard,119.2520,0.999704,0.0592,0.0000,40.4445,20.0000,46.5745,12.1738,0.5455,0.4545,0.0000
40397,fresh,DynamicDuopoly,fee_aware_twap,standard,119.2520,0.999704,0.0592,0.0000,40.4445,20.0000,46.5745,12.1738,0.5455,0.4545,0.0000
40397,fresh,DynamicDuopoly,lookahead,standard,102.2690,0.999870,0.0259,0.0000,39.8393,8.4000,61.9110,-7.9072,0.4249,0.5751,0.6400
40398,fresh,DynamicDuopoly,twap,standard,126.8896,0.999704,0.0592,0.0000,39.9719,20.0000,45.6597,21.1988,0.4893,0.5107,0.0000
40398,fresh,DynamicDuopoly,fee_aware_twap,standard,126.8896,0.999704,0.0592,0.0000,39.9719,20.0000,45.6597,21.1988,0.4893,0.5107,0.0000
40398,fresh,DynamicDuopoly,lookahead,standard,131.9669,0.999847,0.0306,0.0000,35.8316,9.6000,43.6281,42.8766,0.5120,0.4880,0.5600
40399,fresh,DynamicDuopoly,twap,standard,119.8076,0.999704,0.0592,0.0000,41.2973,20.0000,48.2599,10.1913,0.6082,0.3918,0.0000
40399,fresh,DynamicDuopoly,fee_aware_twap,standard,119.8076,0.999704,0.0592,0.0000,41.2973,20.0000,48.2599,10.1913,0.6082,0.3918,0.0000
40399,fresh,DynamicDuopoly,lookahead,standard,128.9037,0.999811,0.0378,0.0000,39.8006,9.2000,54.1135,25.7518,0.5378,0.4622,0.6000
40400,fresh,DynamicDuopoly,twap,standard,123.6128,0.999704,0.0592,0.0000,40.7990,20.0000,47.2706,15.4840,0.5416,0.4584,0.0000
40400,fresh,DynamicDuopoly,fee_aware_twap,standard,123.6128,0.999704,0.0592,0.0000,40.7990,20.0000,47.2706,15.4840,0.5416,0.4584,0.0000
